emp_no,first_name,last_name,dept_name
103042,Berthier,Masand,Sales
103044,Idoia,Baik,Sales
103058,Yongqiao,Zumaque,Sales
103059,Hatem,Mondadori,Sales
103061,Karlis,Delaune,Sales
103061,Karlis,Delaune,Sales
103076,Thodoros,Stiles,Sales
103088,Nitsan,Bresenham,Sales
103088,Nitsan,Bresenham,Sales
103092,Mabry,Falby,Sales
103107,Bikash,Georgatos,Sales
103128,Alenka,Crabtree,Sales
103129,Jianhua,Munoz,Sales
103130,Kiyokazu,Sundgren,Sales
103156,Yahiko,Schiper,Sales
103159,Greger,Chandrasekhar,Sales
103164,Valeska,Chiola,Sales
103164,Valeska,Chiola,Sales
103176,Khue,Pelc,Sales
103178,Tetsurou,Argence,Sales
103184,Yongdong,Garnham,Sales
103198,Alois,Yeung,Sales
103219,Guenter,Muchinsky,Sales
103223,Jongsuk,Papadias,Sales
103224,Zeljko,Seghrouchni,Sales
103235,Kazuhito,Acton,Sales
103245,Sajjad,Cusworth,Sales
103252,Domenick,Baca,Sales
103255,Felicidad,Chinal,Sales
103255,Felicidad,Chinal,Sales
103258,Nathan,Baaz,Sales
103259,Remzi,Brattka,Sales
103270,Moty,Openshaw,Sales
103271,Trygve,Bamford,Sales
103276,Takahito,Bernardinello,Sales
103284,Guiseppe,Hofting,Sales
103294,Basant,Lodder,Sales
103296,Remzi,Siochi,Sales
103332,Zhanqiu,Guerreiro,Sales
103338,Munir,Wilharm,Sales
103344,Sanjeeva,Whittlesey,Sales
103349,Chiranjit,Saoudi,Sales
103350,George,Kranzdorf,Sales
103351,Stein,Junot,Sales
103358,Takushi,Legleitner,Sales
103366,Alain,Suermann,Sales
103367,Supot,Isaac,Sales
103375,Khue,Fioravanti,Sales
103398,Nikolaos,Schreiter,Sales
103415,Heng,Cronin,Sales
103415,Heng,Cronin,Sales
103419,Marjo,Pettit,Sales
103424,Geoffrey,Knightly,Sales
103426,Shigeaki,Koshiba,Sales
103427,Licheng,Dalton,Sales
103435,Sverrir,Ghazalie,Sales
103460,Rajmohan,Duclos,Sales
103467,Kwangyoen,Glinert,Sales
103469,Christoper,Kalafatis,Sales
103480,Isaac,Eickenmeyer,Sales
103484,Niclas,Velardi,Sales
103488,Moheb,Conde,Sales
103490,Claudi,Kropatsch,Sales
103506,Marsal,Detkin,Sales
103522,Narain,Jenevein,Sales
103523,Visit,Servieres,Sales
103529,Duke,Uhrik,Sales
103537,Adit,Grospietsch,Sales
103538,Mountaz,Ushiama,Sales
103540,Heejo,Senzako,Sales
103558,Adel,Unni,Sales
103563,Fan,Msuda,Sales
103566,Fumino,Pouyioutas,Sales
103567,Eberhardt,Perl,Sales
103568,Peternela,Camarinopoulos,Sales
103569,Rayond,Rodier,Sales
103573,Mani,Erman,Sales
103575,Ugo,Verhaegen,Sales
103576,Suzette,Picci,Sales
103583,Arno,Gulla,Sales
103585,Juichirou,Dusink,Sales
103586,Kwee,Veevers,Sales
103589,Ipke,Fujisaki,Sales
103591,Moni,Vakili,Sales
103595,Zhensheng,Hutton,Sales
103605,Alagu,Fraisse,Sales
103607,Yannis,Roccetti,Sales
103621,Yuqun,Vidya,Sales
103621,Yuqun,Vidya,Sales
103625,Ottavia,Kambil,Sales
103635,Dayanand,Ebeling,Sales
103640,Valeska,Yetto,Sales
103641,Aamer,Loncour,Sales
103644,Harjit,Erdi,Sales
103653,Shridhar,Glowinski,Sales
103659,Remco,Feldmann,Sales
103661,Chinya,Rettelbach,Sales
103663,Bezalel,Edelhoff,Sales
103665,Tomoyuki,Monarch,Sales
103665,Tomoyuki,Monarch,Sales
103668,Remmert,Mitchem,Sales
103670,Bernice,Siepmann,Sales
103681,Toney,Rosiles,Sales
103682,Samphel,Shrader,Sales
103713,Hironoby,Anido,Sales
103717,Kwangjo,Zhang,Sales
103723,Noritoshi,Geffroy,Sales
103730,Quingbo,Roison,Sales
103731,Leandro,Cyre,Sales
103733,Paraskevi,Ravishankar,Sales
103753,Faiza,Fortenbacher,Sales
103754,Ebru,Nicolson,Sales
103754,Ebru,Nicolson,Sales
103759,Rance,Rajaraman,Sales
103761,Kiyomitsu,Schahn,Sales
103766,Ronghao,Monkewich,Sales
103772,Vidar,Pollacia,Sales
103776,Franziska,Ashish,Sales
103782,Sigeru,Baez,Sales
103810,Gift,Falco,Sales
103835,Masasuke,Cyre,Sales
103842,Stevo,Luef,Sales
103849,Luerbio,Bennet,Sales
103855,Christophe,Peres,Sales
103855,Christophe,Peres,Sales
103860,Augustine,Mundy,Sales
103862,Christophe,Koblitz,Sales
103865,Eishiro,Pews,Sales
103869,Shaunak,Pollock,Sales
103876,Mohammad,Suppi,Sales
103878,Uta,Brandsma,Sales
103892,Ohad,Bouloucos,Sales
103897,Vivian,Munos,Sales
103898,Saeed,Rosin,Sales
103913,Shahid,Yurov,Sales
103918,Seshu,Jenevein,Sales
103926,Jiafu,Camarinopoulos,Sales
103936,Chikako,Bolsens,Sales
103938,Toshimi,Frolund,Sales
103939,Ugo,Begiun,Sales
103947,Xinglin,Businaro,Sales
103951,Eben,Luders,Sales
103960,Fusako,Brobst,Sales
103961,Gurbir,Suermann,Sales
103965,Sverrir,Baba,Sales
103971,Gritta,Journel,Sales
103973,Claudi,Wolniewicz,Sales
103987,Aimee,Uhrik,Sales
103988,Mary,Griswold,Sales
104005,Ibibia,Molenkamp,Sales
104011,Masanao,Journel,Sales
104014,Honglan,Krohn,Sales
104021,Yonghoan,Mondadori,Sales
104029,Alper,Pagter,Sales
104035,Sivanarayana,Chandrasekhar,Sales
104038,Kwun,Fujisaki,Sales
104047,Girolamo,Zweizig,Sales
104049,Danny,Heijenga,Sales
104054,Uinam,Rothe,Sales
104060,Moriyoshi,Baca,Sales
104060,Moriyoshi,Baca,Sales
104073,Vitali,Peral,Sales
104091,Shrikanth,Mawatari,Sales
104092,Abdelaziz,Vitiello,Sales
104093,Cristinel,Streng,Sales
104094,Manohar,Emiris,Sales
104111,Malu,Krohm,Sales
104114,Dzung,Bala,Sales
104122,Georg,Schreiter,Sales
104130,Kazuhira,Rodiger,Sales
104135,Yaghout,Servi,Sales
104135,Yaghout,Servi,Sales
104143,Gino,Morton,Sales
104144,Gilbert,Staelin,Sales
104144,Gilbert,Staelin,Sales
104145,Mang,Selvestrel,Sales
104153,Almudena,Chaudhury,Sales
104154,Udi,Hedayat,Sales
104157,Marco,Pusterhofer,Sales
104160,Kotesh,Kamber,Sales
104163,Yishay,Ambroszkiewicz,Sales
104174,Ramzi,Shiratori,Sales
104174,Ramzi,Shiratori,Sales
104184,Roselyn,Ventosa,Sales
104184,Roselyn,Ventosa,Sales
104196,Dulce,Norsworthy,Sales
104199,Lalit,Kalafatis,Sales
104203,Shigenori,Gyorkos,Sales
104203,Shigenori,Gyorkos,Sales
104210,Ziyad,Schaaf,Sales
104212,Bedrich,Driscoll,Sales
104222,Gretta,Wursthorn,Sales
104223,Mantis,Waymire,Sales
104223,Mantis,Waymire,Sales
104233,Cordelia,Kolvik,Sales
104254,Tuval,Lichtner,Sales
104254,Tuval,Lichtner,Sales
104266,Kiyokazu,Antonakopoulos,Sales
104294,Siddarth,Flowers,Sales
104312,Suzette,Hettesheimer,Sales
104312,Suzette,Hettesheimer,Sales
104313,Makato,Thisen,Sales
104315,Georgi,Woycyznski,Sales
104316,Kristian,Demeyer,Sales
104328,Luerbio,Setlzner,Sales
104336,Shigeu,Lagarias,Sales
104337,Niteen,Schwabacher,Sales
104352,Xiaoheng,Samarati,Sales
104361,Zhongwei,Msuda,Sales
104363,Mansur,Xiaoshan,Sales
104366,Yaghout,Erman,Sales
104369,Elliott,Fandrianto,Sales
104376,Shahab,Rajaraman,Sales
104391,Serge,Lichtman,Sales
104399,Dipankar,Schnelling,Sales
104402,Gonzalo,Molenaar,Sales
104404,Yoshinari,Usery,Sales
104411,Zengping,Desikan,Sales
104411,Zengping,Desikan,Sales
104426,Hyuckchul,Kusalik,Sales
104431,Xuedong,Kenevan,Sales
104452,Paloma,Lorin,Sales
104462,Tomofumi,Randt,Sales
104467,Anoosh,Panwar,Sales
104478,Shrikanth,Goodrum,Sales
104478,Shrikanth,Goodrum,Sales
104480,Arif,Randt,Sales
104482,Nikolaos,Navazio,Sales
104498,Suvo,Cools,Sales
104503,Poornachandra,Kalefeld,Sales
104504,Waiman,Kilgore,Sales
104504,Waiman,Kilgore,Sales
104508,Wilmer,Thummel,Sales
104510,Willard,Eppinger,Sales
104517,Kazuhide,Demri,Sales
104520,Vishv,Neimat,Sales
104523,Leandro,Gyimothy,Sales
104523,Leandro,Gyimothy,Sales
104536,Shooichi,Ernst,Sales
104537,Sadun,Schnelling,Sales
104549,Chaoyi,Sabnani,Sales
104553,Moon,Comte,Sales
104557,Turgut,Kushnir,Sales
104577,Kellyn,Ibel,Sales
104592,Gift,Chinin,Sales
104593,Arno,Maksimenko,Sales
104593,Arno,Maksimenko,Sales
104610,Fusako,Peak,Sales
104625,Odoardo,Vendrig,Sales
104626,Patricio,Zaiane,Sales
104637,Basant,dAstous,Sales
104640,Chaosheng,Conia,Sales
104642,Maren,Lichtner,Sales
104644,Yuguang,Lieblein,Sales
104656,Margo,Walston,Sales
104658,Mrinalini,Ratnakar,Sales
104658,Mrinalini,Ratnakar,Sales
104661,Dinah,Perin,Sales
104667,Armond,Hiltgen,Sales
104670,Tzvetan,Cappelletti,Sales
104677,Kwee,Spataro,Sales
104682,Toshimori,Speek,Sales
104696,Lansing,Aseltine,Sales
104710,Munenori,Trogemann,Sales
104711,Herb,Vural,Sales
104718,Lorien,Brandsma,Sales
104736,Shuky,Birke,Sales
104745,Hongzhu,Lichtner,Sales
104745,Hongzhu,Lichtner,Sales
104748,Xianlong,Bennet,Sales
104753,Along,Zongker,Sales
104755,Tetsurou,Zschoche,Sales
104760,Gian,Gulla,Sales
104765,Giordano,Samarati,Sales
104767,Venkatesan,Hinsberger,Sales
104772,Yannik,VanScheik,Sales
104779,Sergi,Hartvigsen,Sales
104779,Sergi,Hartvigsen,Sales
104783,Lech,Mullainathan,Sales
104785,Przemyslawa,Porotnikoff,Sales
104796,Moriyoshi,Koblitz,Sales
104801,Fatemeh,Hardjono,Sales
104805,Shuky,Figueira,Sales
104812,Hideo,Fujisawa,Sales
104818,Terresa,Setlzner,Sales
104819,Rildo,Granlund,Sales
104852,Theirry,Munawer,Sales
104858,Jiong,Isaak,Sales
104866,Anestis,Gelosh,Sales
104870,Nectarios,Peltason,Sales
104875,Francesca,Schrooten,Sales
104876,Adamantios,Zucker,Sales
104877,Arif,DasSarma,Sales
104882,Gererd,Asrin,Sales
104894,Phule,Schaft,Sales
104894,Phule,Schaft,Sales
104897,Marl,Merks,Sales
104911,Sanjai,Kruskal,Sales
104921,Kellie,Chandrasekhar,Sales
104929,Radhia,Oppitz,Sales
104931,Kristin,Delaune,Sales
104939,Armond,Masamoto,Sales
104940,Tze,Ciolek,Sales
104940,Tze,Ciolek,Sales
104941,Yonghong,Schaap,Sales
104945,Gro,Polupanov,Sales
104977,Shounak,Yetim,Sales
104993,Takahiro,Sluis,Sales
105002,Jingling,Millington,Sales
105003,Xiaocheng,Taubman,Sales
105033,Takahira,Quadeer,Sales
105040,Vojin,Erbe,Sales
105053,Gian,Vernadat,Sales
105060,Manu,Rosin,Sales
105072,Gennadi,Atchley,Sales
105073,Miyeon,Pietracaprina,Sales
105075,Kiyotoshi,Keohane,Sales
105077,Khue,Clemencon,Sales
105081,Yechezkel,Gyorkos,Sales
105081,Yechezkel,Gyorkos,Sales
105085,Mamdouh,Bach,Sales
105093,Lalit,Fontet,Sales
105095,Steen,Leppanen,Sales
105100,Boguslaw,Fabrizio,Sales
105103,Elvis,Zambonelli,Sales
105120,Dannz,Litzler,Sales
105123,Bernd,Schwaller,Sales
105125,Fumiko,Lamma,Sales
105131,Sandeepan,Sidou,Sales
105138,Siddarth,Peroz,Sales
105143,Tse,Dulli,Sales
105145,Susanta,Birch,Sales
105145,Susanta,Birch,Sales
105146,Martins,Katzenelson,Sales
105152,Mikhail,Cesareni,Sales
105154,Lenore,Montemayor,Sales
105162,Heon,Alencar,Sales
105167,Lillian,Comyn,Sales
105180,Jouni,Broder,Sales
105184,Mabo,Luck,Sales
105202,Susumu,Jording,Sales
105202,Susumu,Jording,Sales
105204,Ennio,Schaad,Sales
105208,Moon,Grospietsch,Sales
105222,Gaetan,Weiland,Sales
105223,Jiakeng,Manders,Sales
105224,Bernd,Schrift,Sales
105226,Murthy,Menyhert,Sales
105234,Frederique,Navazio,Sales
105239,Bartek,Perl,Sales
105241,Arra,Ulupinar,Sales
105247,Zdislav,Sigstam,Sales
105259,Mohamadou,Wiegley,Sales
105261,Domenick,Rullman,Sales
105261,Domenick,Rullman,Sales
105264,Chrisa,Simkin,Sales
105278,Hisao,Gyimothy,Sales
105291,Nagui,Goldhammer,Sales
105296,Conor,Peha,Sales
105304,Nikolaus,Steinauer,Sales
105311,Mohammad,Conry,Sales
105313,Richara,McFarlin,Sales
105319,Tru,Rebaine,Sales
105319,Tru,Rebaine,Sales
105326,Almudena,Comte,Sales
105328,Alain,Hoppenstand,Sales
105328,Alain,Hoppenstand,Sales
105329,Shakhar,Speer,Sales
105346,Pradeep,Gluchowski,Sales
105357,Martien,Billawala,Sales
105365,Iara,Backhouse,Sales
105370,Macha,Kakkar,Sales
105385,Maris,Harnett,Sales
105385,Maris,Harnett,Sales
105388,Sarita,Lorch,Sales
105391,Vidya,Peac,Sales
105396,Sajjan,Strehl,Sales
105396,Sajjan,Strehl,Sales
105401,Babette,Anguita,Sales
105406,Hongzhu,Viele,Sales
105408,Adit,Gihr,Sales
105410,Foong,Morton,Sales
105417,Rajmohan,Matzel,Sales
105421,Sadun,Schrooten,Sales
105425,Minghong,Peir,Sales
105430,Hairong,Pusterhofer,Sales
105441,Abdelghani,Haldar,Sales
105449,Renny,Eastman,Sales
105466,Shih,Servi,Sales
105485,Magy,Danner,Sales
105485,Magy,Danner,Sales
105489,Jasminko,Sadowski,Sales
105498,Shuzo,Kohling,Sales
105515,Mototsugu,Kandlur,Sales
105521,Toshiko,Hofman,Sales
105532,Christophe,Sluis,Sales
105533,Zijian,Falby,Sales
105541,Otmar,Gils,Sales
105543,True,Fabrizio,Sales
105544,Feiyu,Mitsuhashi,Sales
105546,Dhritiman,Coombs,Sales
105560,Dmitri,Zeleznik,Sales
105561,Mariangiola,Baja,Sales
105564,Jaihie,Parhami,Sales
105564,Jaihie,Parhami,Sales
105572,Vivian,Haldar,Sales
105581,Rasikan,Hanabata,Sales
105581,Rasikan,Hanabata,Sales
105587,Kwun,Demri,Sales
105593,Kankanahalli,Liesche,Sales
105595,Gino,Hmelo,Sales
105601,Shridhar,Skafidas,Sales
105603,Masoud,Sommer,Sales
105618,Kazunori,Bugaenko,Sales
105633,Dmitry,Androutsos,Sales
105634,Szabolcs,Mullainathan,Sales
105637,Remko,Tagansky,Sales
105654,Rafols,Vieri,Sales
105662,Jinpo,Hoogerwoord,Sales
105665,Tonia,Falco,Sales
105670,Arumugam,Rijsenbrij,Sales
105674,Lalit,Kropatsch,Sales
105681,Pranav,Mikschl,Sales
105682,Kerhong,Juneja,Sales
105683,Sachar,Beeson,Sales
105697,Chaosheng,Eldridge,Sales
105697,Chaosheng,Eldridge,Sales
105701,Marsja,Danley,Sales
105704,Serif,Gajiwala,Sales
105705,Ghassan,Mellouli,Sales
105705,Ghassan,Mellouli,Sales
105712,Danel,Kobuchi,Sales
105716,Ipke,Milicia,Sales
105717,Aloke,Reinhard,Sales
105722,Maik,Riefers,Sales
105726,Jagoda,Randt,Sales
105726,Jagoda,Randt,Sales
105738,Qiwen,Jenevein,Sales
105739,Zine,Journel,Sales
105748,Ortrud,Kugler,Sales
105756,Jianwen,Sundgren,Sales
105766,Boutros,Callaway,Sales
105770,Yannik,Laventhal,Sales
105775,Abdelaziz,Fontan,Sales
105776,Lokesh,Chinen,Sales
105781,Billur,Rousseau,Sales
105786,Ymte,Goodrum,Sales
105789,Qingxiang,Fordan,Sales
105800,Golgen,Baig,Sales
105809,Remko,Frolund,Sales
105810,Subhankar,Shihab,Sales
105815,Jianhao,Schaaf,Sales
105817,Mihalis,Junot,Sales
105839,Ziyad,Rosca,Sales
105841,Jessie,Spelt,Sales
105852,Filipe,Beetstra,Sales
105860,Heeju,Juneja,Sales
105862,Masato,Jarecki,Sales
105876,Eldridge,Junet,Sales
105878,Dhritiman,Malabarba,Sales
105878,Dhritiman,Malabarba,Sales
105884,Arvind,Esposito,Sales
105886,Stafford,Mitchem,Sales
105889,Constantino,Blokdijk,Sales
105899,Youpyo,Anandan,Sales
105910,Guozhong,Zaccaria,Sales
105915,Marsal,Pearson,Sales
105921,Willard,Gubsky,Sales
105926,Shahid,Mansanne,Sales
105934,Gor,Langford,Sales
105934,Gor,Langford,Sales
105935,Danai,Koshiba,Sales
105965,Djelloul,Kolvik,Sales
105981,Bedir,Tyugu,Sales
105987,Vojin,Geffroy,Sales
105988,Hirochika,Swick,Sales
105991,Ronnie,Raczkowsky,Sales
105998,Herb,Sanella,Sales
106003,Przemyslawa,Kemmerer,Sales
106003,Przemyslawa,Kemmerer,Sales
106007,Trygve,Ligten,Sales
106011,Youpyo,Takanami,Sales
106016,Mahmut,McClurg,Sales
106031,Hein,Peron,Sales
106036,Radoslaw,Puppe,Sales
106040,Atreye,Terekhov,Sales
106042,Jiann,Calkin,Sales
106044,Adamantios,Jeong,Sales
106048,Urs,Schlumberger,Sales
106049,Tran,Zhang,Sales
106063,Florian,Baaz,Sales
106083,Jacopo,Panangaden,Sales
106091,Mark,Nittel,Sales
106095,Zengping,Staelin,Sales
106107,Hidde,Undy,Sales
106109,Demos,Baaleh,Sales
106113,Shigenori,Gill,Sales
106113,Shigenori,Gill,Sales
106121,Moni,Tiemann,Sales
106132,Yinlin,Schapiro,Sales
106133,Guadalupe,Heijenga,Sales
106133,Guadalupe,Heijenga,Sales
106143,Kristina,Pashtan,Sales
106143,Kristina,Pashtan,Sales
106161,Rafael,Baba,Sales
106163,Moto,Marwedel,Sales
106166,Sahrah,Lukaszewicz,Sales
106177,Zongyan,DuCasse,Sales
106186,Gonzalo,Sewelson,Sales
106187,Kazuyasu,Rassart,Sales
106190,Rosalyn,Kobuchi,Sales
106192,Alejandra,Calkin,Sales
106192,Alejandra,Calkin,Sales
106197,Geraldo,Ciolek,Sales
106198,Ayakannu,Uhrig,Sales
106200,Lenore,Sooriamurthi,Sales
106206,Behnaam,Schlenzig,Sales
106212,Kristof,Pluym,Sales
106214,Valdiodio,Demir,Sales
106222,Shim,Uludag,Sales
106233,Sanjai,Bhattacharjee,Sales
106240,Shen,Ramras,Sales
106254,Gian,Lowrie,Sales
106255,Luigi,Furedi,Sales
106256,Yakichi,Michaeli,Sales
106260,Augustine,Ranta,Sales
106278,Chanjung,Nooteboom,Sales
106293,Froduald,Schicker,Sales
106307,Gil,Lunn,Sales
106317,Lein,Busillo,Sales
106319,Jayson,Azulay,Sales
106320,Lein,Gils,Sales
106331,Fumiko,Lorch,Sales
106340,Giordano,Plotkin,Sales
106346,Perry,Cronan,Sales
106346,Perry,Cronan,Sales
106355,Lena,Schmiedel,Sales
106355,Lena,Schmiedel,Sales
106364,Bowen,Muhlberg,Sales
106371,DAIDA,Ratzlaff,Sales
106376,Sajjad,Poehlman,Sales
106383,Yechezkel,Denny,Sales
106405,Val,Deville,Sales
106411,Anyuan,Marletta,Sales
106417,Kwun,Clouatre,Sales
106417,Kwun,Clouatre,Sales
106425,Beshir,Rohrbach,Sales
106435,Collette,Christ,Sales
106441,Erzsebet,Narahari,Sales
106442,Mihalis,Yeung,Sales
106447,Tadanori,Herber,Sales
106447,Tadanori,Herber,Sales
106451,Jiong,Tibblin,Sales
106457,Toshimitsu,Frezza,Sales
106462,Chanjung,Decaestecker,Sales
106463,Janalee,Poulakidas,Sales
106463,Janalee,Poulakidas,Sales
106465,Nidapan,Guting,Sales
106466,Wayne,Anick,Sales
106482,Alselm,Selenyi,Sales
106487,Khalil,Ramsey,Sales
106504,Tremaine,Panangaden,Sales
106508,Lijie,Orlowski,Sales
106531,Shuky,Eiron,Sales
106531,Shuky,Eiron,Sales
106536,Ramachenga,Koblick,Sales
106537,Shir,Merli,Sales
106547,Quingbo,dAstous,Sales
106548,Nechama,Masada,Sales
106552,Abdulla,Schaap,Sales
106555,Rosalyn,Gaughan,Sales
106558,Otilia,Brobst,Sales
106560,Tsuneo,Baar,Sales
106567,Weiye,Chepyzhov,Sales
106577,Florina,Orsini,Sales
106582,Yinlin,Coney,Sales
106584,Petter,Heydon,Sales
106587,Heekeun,Ranka,Sales
106588,Edwin,Leaver,Sales
106589,Krister,Weedman,Sales
106592,Dipayan,Schade,Sales
106605,Visit,Kulisch,Sales
106606,Yuuichi,Wynblatt,Sales
106611,Shir,Vecchi,Sales
106616,Luigi,Braunschweig,Sales
106630,Vojin,Maliniak,Sales
106633,Jinxi,Kugler,Sales
106634,Ingmar,Rettelbach,Sales
106634,Ingmar,Rettelbach,Sales
106645,Mechthild,Murtagh,Sales
106648,Khue,Masamoto,Sales
106667,Stabislas,Anick,Sales
106669,Jaewoo,Mahmud,Sales
106670,Uli,Provine,Sales
106678,Vishwani,Oppitz,Sales
106679,Mahmut,Tasistro,Sales
106684,Tayeb,Unno,Sales
106684,Tayeb,Unno,Sales
106690,Shushma,Heyers,Sales
106703,Gennady,Kuzuoka,Sales
106703,Gennady,Kuzuoka,Sales
106721,Shigehiro,Furedi,Sales
106725,Christoph,Coney,Sales
106736,Marla,Raczkowsky,Sales
106737,Shigeu,Rosay,Sales
106743,Alselm,Erez,Sales
106743,Alselm,Erez,Sales
106756,Arup,Suessmith,Sales
106764,Bedrich,Bernardinello,Sales
106770,LiMin,Srimani,Sales
106773,Tokuyasu,Simmel,Sales
106779,Akemi,Conta,Sales
106788,Taisook,Sgarro,Sales
106795,Arlette,Binding,Sales
106797,Aran,Raoux,Sales
106798,Phillip,Dratva,Sales
106819,Takahira,Coombs,Sales
106824,Kokou,Atchley,Sales
106836,Yurii,Ghemri,Sales
106837,Elvia,Nitto,Sales
106837,Elvia,Nitto,Sales
106838,Hatem,Luke,Sales
106843,Mansur,Miara,Sales
106845,Urs,Niizuma,Sales
106848,Paddy,Auyong,Sales
106848,Paddy,Auyong,Sales
106868,Roselyn,Tagansky,Sales
106869,Claudi,Mullainathan,Sales
106871,Gina,Varley,Sales
106877,Temple,Hemaspaandra,Sales
106879,Susanna,DeMori,Sales
106891,Martial,Serna,Sales
106897,Susanna,Chaudhury,Sales
106914,Ayakannu,Zuberek,Sales
106928,Hongzhu,Merks,Sales
106933,Moni,Rahimi,Sales
106935,Kazuhiko,Farrow,Sales
106942,Eckart,Klassen,Sales
106943,Fai,Pintelas,Sales
106946,Oksana,Luiz,Sales
106949,Ortrun,Erva,Sales
106953,Navid,Riesenhuber,Sales
106981,Maren,Vilarrasa,Sales
106985,Adhemar,Pfau,Sales
106987,Naftali,Gist,Sales
106988,Katsuo,Gaughan,Sales
106994,Becky,Penttonen,Sales
107000,Bowen,Uchoa,Sales
107018,Temple,Braunmuhl,Sales
107019,Noritoshi,Majewski,Sales
107025,Geoff,Sidje,Sales
107027,Ayonca,Poujol,Sales
107032,Navid,Schlenzig,Sales
107033,Sakthirel,Sidhu,Sales
107053,Chinho,Macedo,Sales
107077,Faiza,Dichev,Sales
107090,Stein,Ferretti,Sales
107097,Kitty,Badache,Sales
107101,Moni,Crabtree,Sales
107103,Ranga,Schapire,Sales
107110,Wonhee,Lodder,Sales
107113,Sushant,VanScheik,Sales
107118,Jordanka,Skogmar,Sales
107119,Brewster,Ouhyoung,Sales
107131,Lijie,Streng,Sales
107131,Lijie,Streng,Sales
107134,Oscar,Rosti,Sales
107135,Frederique,Orlowski,Sales
107145,Munehiko,Zielinski,Sales
107160,Wayne,Christianini,Sales
107173,Kellie,Luga,Sales
107205,Kasturi,Granlund,Sales
107209,Leszek,Zaiane,Sales
107245,Horward,Docker,Sales
107246,Eran,Naudin,Sales
107253,Aksel,Fontan,Sales
107254,Dmitry,Simmen,Sales
107257,Rosine,Czaja,Sales
107257,Rosine,Czaja,Sales
107258,Parviz,Zaumen,Sales
107262,Feiyu,Butterworth,Sales
107264,Josyula,Chinin,Sales
107276,Maja,Badache,Sales
107279,Dannz,Oxenboll,Sales
107285,Valeri,Alameldin,Sales
107287,Paraskevi,Spelt,Sales
107290,Reinhard,Jakobus,Sales
107292,Lokesh,Weiland,Sales
107293,Haldon,Ballarin,Sales
107296,Adamantios,Mawatari,Sales
107307,Eberhardt,Boyle,Sales
107320,Giordano,Chepyzhov,Sales
107325,Demin,Sherertz,Sales
107329,Shigenori,Kavvadias,Sales
107330,Navid,Bednarek,Sales
107332,Dmitry,Emmart,Sales
107332,Dmitry,Emmart,Sales
107333,Menkae,Frezza,Sales
107340,JiYoung,Peroz,Sales
107341,Felicidad,Garnick,Sales
107341,Felicidad,Garnick,Sales
107346,Arto,Kobuchi,Sales
107359,Xiong,Lamma,Sales
107359,Xiong,Lamma,Sales
107380,Matt,Demos,Sales
107383,Heon,Pargas,Sales
107386,Nimmagadda,Uhrig,Sales
107391,Jaideep,Steinauer,Sales
107392,Chinho,Panangaden,Sales
107403,Heon,Maccarone,Sales
107406,Chanjung,Bernick,Sales
107409,Junichi,Oskamp,Sales
107413,Val,Markovitch,Sales
107425,Khaled,Bojadziev,Sales
107440,Shimshon,Dulli,Sales
107452,Shridhar,Bharadwaj,Sales
107458,Zengping,Taneja,Sales
107466,Goo,Champarnaud,Sales
107474,Taiji,Goodrum,Sales
107487,Shiv,Vieri,Sales
107488,Moto,Swiler,Sales
107491,Paris,Dichev,Sales
107500,Karoline,Masada,Sales
107500,Karoline,Masada,Sales
107504,Shao,Hoppenstand,Sales
107505,Vasilis,Ghemri,Sales
107506,Kenroku,Guting,Sales
107508,Rajmohan,Mapelli,Sales
107508,Rajmohan,Mapelli,Sales
107517,Haldon,Nannarelli,Sales
107525,Nikolaus,Schneeberger,Sales
107531,Marie,Kugler,Sales
107535,Tomokazu,Krone,Sales
107540,Jaques,Soloway,Sales
107545,Hisao,Picci,Sales
107545,Hisao,Picci,Sales
107550,Aris,DasSarma,Sales
107553,Janche,Nittel,Sales
107554,Zvonko,Conry,Sales
107570,Zine,Lueh,Sales
107579,Shaleah,McClure,Sales
107593,Freyja,Schwaller,Sales
107593,Freyja,Schwaller,Sales
107597,Vasilis,Schaft,Sales
107599,Rayond,Khasidashvili,Sales
107620,Gift,Katiyar,Sales
107623,Yagil,Kilgour,Sales
107623,Yagil,Kilgour,Sales
107625,Quingbo,Schwabacher,Sales
107645,Armond,Iwayama,Sales
107669,Shirish,Kermarrec,Sales
107674,Xuejia,Saoudi,Sales
107682,Georgi,Leonhardt,Sales
107682,Georgi,Leonhardt,Sales
107684,Uma,Chandrasekhar,Sales
107687,Alper,Bottner,Sales
107693,Kenton,Bharadwaj,Sales
107695,Babette,Cmelik,Sales
107702,Mayuri,Basagni,Sales
107712,Sumant,Birjandi,Sales
107718,Ibibia,Dehkordi,Sales
107718,Ibibia,Dehkordi,Sales
107723,Gita,Shokrollahi,Sales
107732,Nigel,Encarnacion,Sales
107744,Arno,Karner,Sales
107746,Kish,Barbanera,Sales
107747,Cathie,Erman,Sales
107747,Cathie,Erman,Sales
107748,Serap,Picht,Sales
107759,Golgen,Coorg,Sales
107763,Katsuo,Hasham,Sales
107764,Moie,Mersereau,Sales
107780,Masasuke,Gewali,Sales
107782,Gadiel,Rajala,Sales
107797,Wayne,Strandh,Sales
107800,Goncalo,Stenning,Sales
107807,Narain,Granlund,Sales
107809,Mihalis,Facello,Sales
107810,Richara,Trogemann,Sales
107816,Xinyu,Validov,Sales
107822,Hatem,Kroll,Sales
